date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:23	80216/80216	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:173e14bf0de6cea96b6f5323bc680e27	https://furni-demo.myshopify.com/interior-leatherette-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/interior-leatherette-chair	(from https://furni-demo.myshopify.com/)
15:24:23	117540/117540	---MCZ	200	added ('OK')	text/html	etag:cacheable:c5ac80a896261165e24ec688d41411bf	https://furni-demo.myshopify.com/collections/chairs/products/interior-leatherette-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/collections/chairs/products/interior-leatherette-chair.html	(from https://furni-demo.myshopify.com/)
15:24:23	47545/47545	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:24:21%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p15.jpg?v=1511781965	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p151012.jpg	(from https://furni-demo.myshopify.com/)
15:24:23	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%225923696a-60a%22	https://furni-demo.myshopify.com/collections/occasional-chairs/products/leatherette-office-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/collections/occasional-chairs/products/leatherette-office-chair	(from https://furni-demo.myshopify.com/)
15:24:25	48801/48801	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:24:25%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p7.jpg?v=1511781982	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p7c49f.jpg	(from https://furni-demo.myshopify.com/)
15:24:25	1546/1546	---M--	429	error ('Too%20Many%20Requests')	text/html	etag:%225923696a-60a%22	https://furni-demo.myshopify.com/leatherette-office-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/leatherette-office-chair	(from https://furni-demo.myshopify.com/)
15:24:28	119142/119142	---MCZ	200	added ('OK')	text/html	etag:cacheable:90ce8b4ff346bcee948ff3dee4db7935	https://furni-demo.myshopify.com/collections/occasional-chairs/products/regentseating-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/collections/occasional-chairs/products/regentseating-chair.html	(from https://furni-demo.myshopify.com/)
15:24:30	57743/57743	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Oct%202018%2007:24:28%20GMT	http://cdn.shopify.com/s/files/1/2588/1650/products/p2.jpg?v=1511781979	C:/Users/koo_c/Desktop/hello/etrend/cdn.shopify.com/s/files/1/2588/1650/products/p2976e.jpg	(from https://furni-demo.myshopify.com/)
15:24:30	80216/80216	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:173e14bf0de6cea96b6f5323bc680e27	https://furni-demo.myshopify.com/regentseating-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/regentseating-chair	(from https://furni-demo.myshopify.com/)
15:24:33	123893/123893	---MCZ	200	added ('OK')	text/html	etag:cacheable:fa7f69b8bc92385acbd0963f3e550261	https://furni-demo.myshopify.com/collections/occasional-chairs/products/mavi-vinyl-study-chair	C:/Users/koo_c/Desktop/hello/etrend/furni-demo.myshopify.com/collections/occasional-chairs/products/mavi-vinyl-study-chair.html	(from https://furni-demo.myshopify.com/)
